        Time / ns                E-Field (Z; 80 0 0) [1]/real
               2.4263176                      0.47562636
               2.4428232                       0.1069118
               2.4593287                      -0.2347057
               2.4758343                     -0.50801305
               2.4923398                     -0.68540343
               2.5088454                     -0.75470388
                2.525351                     -0.71889379
               2.5418565                     -0.59402566
               2.5583621                     -0.40580429
               2.5748676                     -0.18535555
               2.5913732                     0.035245286
               2.6078788                      0.22714701
               2.6243843                       0.3681358
               2.6408899                      0.44492331
               2.6573955                      0.45409519
                2.673901                      0.40168494
               2.6904066                      0.30150473
               2.7069121                      0.17253325
               2.7234177                     0.035783566
               2.7399233                    -0.088871612
               2.7564288                     -0.18544676
               2.7729344                     -0.24377734
                 2.78944                     -0.26040743
               2.8059455                      -0.2383744
               2.8224511                     -0.18601806
               2.8389566                     -0.11509303
               2.8554622                    -0.038555136
               2.8719678                     0.031581738
               2.8884733                     0.085975997
               2.9049789                       0.1190377
               2.9214844                      0.12925722
                 2.93799                      0.11883155
               2.9544956                     0.092748279
               2.9710011                     0.057560762
               2.9875067                     0.020112289
               3.0040123                    -0.013571685
               3.0205178                    -0.039067943
               3.0370234                    -0.053942555
               3.0535289                    -0.057758071
               3.0700345                      -0.0517766
               3.0865401                    -0.038468646
               3.1030456                    -0.020950042
               3.1195512                    -0.002446392
               3.1360568                      0.01414745
               3.1525623                     0.026578574
               3.1690679                      0.03341699
               3.1855734                     0.034120086
                3.202079                     0.029001541
               3.2185846                      0.01912679
               3.2350901                    0.0061478644
               3.2515957                   -0.0079120502
               3.2681012                    -0.020913147
               3.2846068                    -0.030874767
               3.3011124                    -0.036243222
               3.3176179                    -0.036120368
               3.3341235                    -0.030414484
               3.3506291                    -0.019876759
               3.3671346                   -0.0060110187
               3.3836402                    0.0091397037
               3.4001457                     0.023305358
               3.4166513                     0.034345847
               3.4331569                     0.040594096
               3.4496624                      0.04112622
                3.466168                     0.035905116
               3.4826735                     0.025775744
               3.4991791                     0.012313851
               3.5156847                   -0.0024474164
               3.5321902                    -0.016356589
               3.5486958                    -0.027487855
               3.5652014                    -0.034433592
               3.5817069                     -0.03649279
               3.5982125                    -0.033730641
                3.614718                    -0.026910636
               3.6312236                     -0.01731735
               3.6477292                   -0.0065099825
               3.6642347                    0.0039445491
               3.6807403                     0.012712281
               3.6972459                     0.018868236
               3.7137514                     0.021986243
                3.730257                     0.022135968
               3.7467625                     0.019798488
               3.7632681                     0.015726385
               3.7797737                     0.010778113
               3.7962792                    0.0057598571
               3.8127848                     0.001301701
               3.8292903                   -0.0022159497
               3.8457959                   -0.0046756815
               3.8623015                   -0.0061832042
                3.878807                   -0.0069907895
               3.8953126                   -0.0073995091
               3.9118182                   -0.0076661602
               3.9283237                   -0.0079355341
               3.9448293                   -0.0082057876
               3.9613348                   -0.0083368255
               3.9778404                   -0.0080980935
                3.994346                   -0.0072390996
               4.0108515                   -0.0055701796
               4.0273571                   -0.0030340699
               4.0438627                   0.00025058007
               4.0603682                     0.003981661
               4.0768738                    0.0077081391
               4.0933793                     0.010900676
               4.1098849                     0.013042944
               4.1263905                     0.013729793
                4.142896                     0.012750476
               4.1594016                     0.010139046
               4.1759071                    0.0061844357
               4.1924127                    0.0013935068
               4.2089183                   -0.0035858116
               4.2254238                   -0.0080656638
               4.2419294                    -0.011429808
                4.258435                    -0.013232384
               4.2749405                    -0.013265482
               4.2914461                    -0.011587773
               4.3079516                   -0.0085066612
               4.3244572                   -0.0045198538
               4.3409628                  -0.00023024897
               4.3574683                    0.0037543137
               4.3739739                    0.0069150476
               4.3904795                    0.0088931691
                4.406985                    0.0095320598
               4.4234906                    0.0088821567
               4.4399961                    0.0071707389
               4.4565017                    0.0047489002
               4.4730073                    0.0020244623
               4.4895128                  -0.00060565927
               4.5060184                   -0.0028110385
               4.5225239                   -0.0043658829
               4.5390295                   -0.0051645497
               4.5555351                   -0.0052159291
               4.5720406                   -0.0046229857
               4.5885462                   -0.0035521004
               4.6050518                   -0.0022001271
               4.6215573                  -0.00076529637
               4.6380629                   0.00057558488
               4.6545684                    0.0016815351
                4.671074                    0.0024551631
               4.6875796                    0.0028448693
               4.7040851                    0.0028425957
               4.7205907                    0.0024808842
               4.7370962                    0.0018278826
               4.7536018                   0.00097968402
               4.7701074                  5.2301855e-005
               4.7866129                   -0.0008301807
               4.8031185                   -0.0015508667
               4.8196241                   -0.0020140676
               4.8361296                   -0.0021594523
               4.8526352                   -0.0019734282
               4.8691407                   -0.0014916493
               4.8856463                  -0.00079447114
               4.9021519                  3.9974889e-006
               4.9186574                   0.00077484139
                4.935163                    0.0013964046
               4.9516686                    0.0017742218
               4.9681741                    0.0018568481
               4.9846797                    0.0016440726
               5.0011852                    0.0011851546
               5.0176908                   0.00056846042
               5.0341964                 -9.5897118e-005
               5.0507019                  -0.00069701853
               5.0672075                   -0.0011421122
                5.083713                    -0.001371333
               5.1002186                   -0.0013666701
               5.1167242                   -0.0011510135
               5.1332297                  -0.00078007345
               5.1497353                  -0.00033063068
               5.1662409                   0.00011541526
               5.1827464                   0.00048637995
                5.199252                   0.00073107469
               5.2157575                   0.00082519985
               5.2322631                   0.00077245897
               5.2487687                   0.00060007504
               5.2652742                    0.0003512562
               5.2817798                   7.593501e-005
               5.2982854                  -0.00017787585
               5.3147909                  -0.00037136227
               5.3312965                  -0.00048021176
                5.347802                  -0.00049560431
               5.3643076                  -0.00042335392
               5.3808132                   -0.0002819657
               5.3973187                 -9.7842657e-005
               5.4138243                  9.8875584e-005
               5.4303298                   0.00027807826
               5.4468354                   0.00041425936
                5.463341                   0.00048857079
               5.4798465                   0.00049092859
               5.4963521                   0.00042193368
               5.5128577                   0.00029098022
               5.5293632                    0.0001154519
               5.5458688                 -8.0402188e-005
               5.5623743                  -0.00027046747
               5.5788799                   -0.0004294348
               5.5953855                  -0.00053533792
                5.611891                  -0.00057441956
               5.6283966                  -0.00054201192
               5.6449022                  -0.00044264534
               5.6614077                  -0.00029068151
               5.6779133                  -0.00010679286
               5.6944188                  8.5177814e-005
               5.7109244                   0.00026071652
                 5.72743                   0.00039919631
               5.7439355                   0.00048607904
               5.7604411                   0.00051410746
               5.7769466                   0.00048455979
               5.7934522                   0.00040557018
               5.8099578                   0.00029036371
               5.8264633                   0.00015526438
               5.8429689                  1.6579828e-005
               5.8594745                   -0.0001107237
                 5.87598                  -0.00021477353
               5.8924856                  -0.00028831754
               5.9089911                  -0.00032773166
               5.9254967                   -0.0003332803
               5.9420023                  -0.00030897951
               5.9585078                  -0.00026058348
               5.9750134                  -0.00019540116
               5.9915189                  -0.00012151343
               6.0080245                 -4.6274569e-005
               6.0245301                  2.3299824e-005

